dates,stationid,sumax,sumay,sumaz,countwx,countwy,countwz,accx,accy,accz,velx,vely,velz,dispx,dispy,dispz,temperature,humidity,pressure,rain,lightavg,lightavgw/o0,lightmax,forces,moisture
09/23/2018,t12,0,0,0,0,0,0,-0.37,-0.18,0.29,0,0,0,-2.045517435,-2.014331445,-1.79709267375,17.44681,99,999.763758865248,15.75,2483.227,4488.9103,54612,0,6
09/24/2018,t12,0,0,0,0,0,0,-0.37,-0.18,0.29,0,0,0,-2.045517435,-2.014331445,-1.79709267375,15.93007,99,1015.98881118881,9,2448.4965,4488.9103,54612,0,6.0629
09/25/2018,t12,0,0,0,0,0,0,-0.37,-0.18,0.29,0,0,0,-2.045517435,-2.014331445,-1.79709267375,20.71831,88.71127,999.08352112676,4.5,2465.7394,4488.9103,54612,0,5.8028
09/26/2018,t12,0,0,0,0,0,0,-0.37,-0.18,0.29,0,0,0,-2.045517435,-2.014331445,-1.79709267375,22.65957,85.90071,1014.98085106382,2.25,2483.227,4488.9103,54612,0,5.0567
09/27/2018,t12,0,0,0,0,0,0,-0.37,-0.18,0.29,0,0,0,-2.045517435,-2.014331445,-1.79709267375,22.1338,85.6338,1016.28732394366,4.5,2465.7394,4488.9103,54612,0,5
09/28/2018,t12,0,0,0,0,0,0,-0.37,-0.18,0.29,0,0,0,-2.045517435,-2.014331445,-1.79709267375,20.40972,91.5625,1017.75069444444,263.25,2431.4931,4488.9103,54612,0,5.6389
09/29/2018,t12,0,0,0,0,0,0,-0.37,-0.18,0.29,0,0,0,-2.045517435,-2.014331445,-1.79709267375,21.8169,86.06338,1018.63098591549,0,2465.7394,4488.9103,54612,0,5.8944
09/30/2018,t12,0,0,0,0,0,0,-0.37,-0.18,0.29,0,0,0,-2.045517435,-2.014331445,-1.79709267375,21.44444,86.74306,1017.30069444444,0,2431.4931,4488.9103,54612,0,5
10/01/2018,t12,0,0,0,0,0,0,-0.37,-0.18,0.29,0,0,0,-2.045517435,-2.014331445,-1.79709267375,21.67133,84,1010.27272727272,0,2448.4965,4488.9103,54612,0,5
10/02/2018,t12,0,0,0,0,0,0,-0.37,-0.18,0.29,0,0,0,-2.045517435,-2.014331445,-1.79709267375,21.08451,74.44366,1018.53309859154,0,2465.7394,4488.9103,54612,0,5
10/03/2018,t12,0,0,0,0,0,0,-0.37,-0.18,0.29,0,0,0,-2.045517435,-2.014331445,-1.79709267375,21.33566,72.51748,1010.71748251748,0,2448.4965,4488.9103,54612,0,5
10/04/2018,t12,0,0,0,0,0,0,-0.37,-0.18,0.29,0,0,0,-2.045517435,-2.014331445,-1.79709267375,21.16429,64.17857,1012.47642857142,0,2500.9643,4488.9103,54612,0,5
10/05/2018,t12,0,0,0,0,0,0,-0.37,-0.18,0.29,0,0,0,-2.045517435,-2.014331445,-1.79709267375,20.34722,67.93056,1012.60256944444,0,2431.4931,4488.9103,54612,0,5
10/06/2018,t12,0,0,0,0,0,0,-0.37,-0.18,0.29,0,0,0,-2.045517435,-2.014331445,-1.79709267375,19.65734,64.42657,1012.52937062937,0,2448.4965,4488.9103,54612,0,5
10/07/2018,t12,0,0,0,0,0,0,-0.37,-0.18,0.29,0,0,0,-2.045517435,-2.014331445,-1.79709267375,20.32867,68.13287,1018.98321678321,0,2448.4965,4488.9103,54612,0,4.2028
10/08/2018,t12,0,0,0,0,0,0,-0.37,-0.18,0.29,0,0,0,-2.045517435,-2.014331445,-1.79709267375,20.02113,74.8662,1017.52464788732,0,2465.7394,4488.9103,54612,0,4
10/09/2018,t12,0,0,0,0,0,0,-0.37,-0.18,0.29,0,0,0,-2.045517435,-2.014331445,-1.79709267375,20.69444,55.63889,1017.77430555555,0,2431.4931,4488.9103,54612,0,4
10/10/2018,t12,0,0,0,0,0,0,-0.37,-0.18,0.29,0,0,0,-2.045517435,-2.014331445,-1.79709267375,20.03521,50.77465,588.466197183098,6.75,2465.7394,4488.9103,54612,0,4
10/11/2018,t12,0,0,0,0,0,0,-0.37,-0.18,0.29,0,0,0,-2.045517435,-2.014331445,-1.79709267375,15.47887,83.57746,452.097887323943,0,2465.7394,4488.9103,54612,0,4
10/12/2018,t12,0,0,0,0,0,0,-0.37,-0.18,0.29,0,0,0,-2.045517435,-2.014331445,-1.79709267375,18.31469,81.73427,1020.41958041958,0,2448.4965,4488.9103,54612,0,4
10/13/2018,t12,0,0,0,0,0,0,-0.37,-0.18,0.29,0,0,0,-2.045517435,-2.014331445,-1.79709267375,18.125,81.32639,1013.99326388888,0,2431.4931,4488.9103,54612,0,4
10/14/2018,t12,0,0,0,0,0,0,-0.37,-0.18,0.29,0,0,0,-2.045517435,-2.014331445,-1.79709267375,18.04895,80.82517,1025.60909090909,0,2448.4965,4488.9103,54612,0,4
10/15/2018,t12,0,0,0,0,0,0,-0.37,-0.18,0.29,0,0,0,-2.045517435,-2.014331445,-1.79709267375,18.22378,74.1958,1005.0323076923,0,2448.4965,4488.9103,54612,0,4
10/16/2018,t12,0,0,0,0,0,0,-0.37,-0.18,0.29,0,0,0,-2.045517435,-2.014331445,-1.79709267375,18.56028,63.29787,1020.48936170212,0,2483.227,4488.9103,54612,0,4
10/17/2018,t12,0,0,0,0,0,0,-0.37,-0.18,0.29,0,0,0,-2.045517435,-2.014331445,-1.79709267375,17.97222,58.71528,1019.16041666666,0,2431.4931,4488.9103,54612,0,4
10/18/2018,t12,0,0,0,0,0,0,-0.37,-0.18,0.29,0,0,0,-2.045517435,-2.014331445,-1.79709267375,19.30556,57.45139,1011.80694444444,0,2431.4931,4488.9103,54612,0,4
10/19/2018,t12,0,0,0,0,0,0,-0.37,-0.18,0.29,0,0,0,-2.045517435,-2.014331445,-1.79709267375,20,49.40972,1013.02083333333,0,2431.4931,4488.9103,54612,0,4
10/20/2018,t12,0,0,0,0,0,0,-0.37,-0.18,0.29,0,0,0,-2.045517435,-2.014331445,-1.79709267375,18.9375,53.94444,1014.92499999999,0,2431.4931,4488.9103,54612,0,4
10/21/2018,t12,0,0,0,0,0,0,-0.37,-0.18,0.29,0,0,0,-2.045517435,-2.014331445,-1.79709267375,18.97887,52.02113,1021.64119718309,0,2465.7394,4488.9103,54612,0,3.5915
10/22/2018,t12,0,0,0,0,0,0,-0.37,-0.18,0.29,0,0,0,-2.045517435,-2.014331445,-1.79709267375,18.00699,53.74126,1020.68811188811,0,2448.4965,4488.9103,54612,0,3
10/23/2018,t12,0,0,0,0,0,0,-0.37,-0.18,0.29,0,0,0,-2.045517435,-2.014331445,-1.79709267375,17.38889,49.10417,1020.66666666666,0,2431.4931,4488.9103,54612,0,3
10/24/2018,t12,0,0,0,0,0,0,-0.37,-0.18,0.29,0,0,0,-2.045517435,-2.014331445,-1.79709267375,17.83036,53.67857,1021.31785714285,0,3126.2054,4488.9103,54612,0,3
10/25/2018,t12,0,0,0,0,0,0,-0.37,-0.18,0.29,0,0,0,-2.045517435,-2.014331445,-1.79709267375,17.35417,52.27083,1019.61756944444,0,2431.4931,4488.9103,54612,0,3
10/26/2018,t12,0,0,0,0,0,0,-0.37,-0.18,0.29,0,0,0,-2.045517435,-2.014331445,-1.79709267375,17.35915,55.43662,1024.03450704225,0,2465.7394,4488.9103,54612,0,3
10/27/2018,t12,0,0,0,0,0,0,-0.37,-0.18,0.29,0,0,0,-2.045517435,-2.014331445,-1.79709267375,12.57143,61.57143,1023.9,0,0,0,4000,0,3
10/31/2018,t12,0,0,0,0,0,0,-0.37,-0.18,0.29,0,0,0,-2.045517435,-2.014331445,-1.79709267375,16.02326,84.37209,1054.75116279069,0,233.093,771,4000,0,3.8372
11/01/2018,t12,0,0,0,0,0,0,-0.37,-0.18,0.29,0,0,0,-2.045517435,-2.014331445,-1.79709267375,16.26866,80.1194,1055.4395522388,0,2612.9478,4488.9103,54612,0,2.6269
11/02/2018,t12,0,0,0,0,0,0,-0.37,-0.18,0.29,0,0,0,-2.045517435,-2.014331445,-1.79709267375,13.21642,83.6194,1055.29179104477,0,2612.9478,4488.9103,54612,0,0.7015
11/03/2018,t12,0,0,0,0,0,0,-0.37,-0.18,0.29,0,0,0,-2.045517435,-2.014331445,-1.79709267375,11.27778,97.44444,1054.11904761904,0,2778.8492,4488.9103,54612,0,0
11/04/2018,t12,-0.18,-0.14,-0.02,2,2,2,-0.09,-0.07,-0.01,0.466956,0.183447,-0.50031,-1.966134915,-1.983145455,-1.88214537375,14.16296,82.41481,1053.45777777777,0,2593.5926,4488.9103,54612,0,0.9926
11/05/2018,t12,-0.09,-0.07,-0.01,1,1,1,-0.09,-0.07,-0.01,0,0,0,-1.966134915,-1.983145455,-1.88214537375,15.00746,76.79851,1053.31567164179,0,2612.9478,4488.9103,54612,0,2.5373
11/06/2018,t12,-0.45,-0.36,-0.08,5,5,5,-0.09,-0.072,-0.016,0,-0.00833849999999995,-0.0250155,-1.966134915,-1.9866893175,-1.89277696125,14.85714,73.8797,1053.21804511278,0,2632.594,4488.9103,54612,0,4.0526
11/07/2018,t12,-0.19,-0.14,-0.02,2,2,2,-0.095,-0.07,-0.01,-0.00833850000000001,0.00333539999999998,0.0100062,-1.96755246,-1.9861222995,-1.89107590725,14.6,69.61538,1053.41307692307,0,2693.3462,4488.9103,54612,0,5.1923
11/08/2018,t12,-0.27,-0.21,-0.03,3,3,3,-0.09,-0.07,-0.01,0.01250775,0,0,-1.96436298375,-1.9861222995,-1.89107590725,14.10526,77.25564,1054.63458646616,0,2632.594,4488.9103,54612,0,5.3233
11/09/2018,t12,-0.63,-0.49,-0.07,7,7,7,-0.09,-0.07,-0.01,0,0,0,-1.96436298375,-1.9861222995,-1.89107590725,15.47727,70.69697,1052.65757575757,0,2652.5379,4488.9103,54612,0,5.6894
11/10/2018,t12,-0.27,-0.21,-0.03,3,3,3,-0.09,-0.07,-0.01,0,0,0,-1.96436298375,-1.9861222995,-1.89107590725,15.63359,71.32061,1053.54885496183,0,2672.7863,4488.9103,54612,0,5.8015
11/11/2018,t12,0,0,0,0,0,0,-0.09,-0.07,-0.01,0,0,0,-1.96436298375,-1.9861222995,-1.89107590725,13.95522,64.8806,1054.71791044776,0,2612.9478,4488.9103,54612,0,5.291
11/12/2018,t12,-0.18,-0.14,-0.02,2,2,2,-0.09,-0.07,-0.01,0,0,0,-1.96436298375,-1.9861222995,-1.89107590725,17.06716,50.52985,1053.05671641791,0,2612.9478,4488.9103,54612,0,8.3134
11/13/2018,t12,0,0,0,0,0,0,-0.09,-0.07,-0.01,0,0,0,-1.96436298375,-1.9861222995,-1.89107590725,14.44444,60.78519,1051.01111111111,0,2593.5926,4488.9103,54612,0,5.1407
11/14/2018,t12,-0.09,-0.07,-0.01,1,1,1,-0.09,-0.07,-0.01,0,0,0,-1.96436298375,-1.9861222995,-1.89107590725,14.08209,76.37313,1051.87611940298,0,2612.9478,4488.9103,54612,0,2.5672
11/15/2018,t12,-0.81,-0.63,-0.09,9,9,9,-0.09,-0.07,-0.01,0,0,0,-1.96436298375,-1.9861222995,-1.89107590725,12.02239,82.50746,1054.95223880597,0,2612.9478,4488.9103,54612,0,1.3881
11/16/2018,t12,-0.09,-0.07,-0.01,1,1,1,-0.09,-0.07,-0.01,0,0,0,-1.96436298375,-1.9861222995,-1.89107590725,13.43284,75.74627,1052.05373134328,0,2612.9478,4488.9103,54612,0,2.9851
11/17/2018,t12,-0.63,-0.51,-0.14,7,7,7,-0.09,-0.0728571428571429,-0.02,0,-0.016677,-0.0583695,-1.96436298375,-1.9960451145,-1.92580575975,13.05263,73.4812,1050.31052631578,0,2632.594,4488.9103,54612,0,3.9323
11/18/2018,t12,-0.09,-0.08,-0.04,1,1,1,-0.09,-0.08,-0.04,0,-0.00595607142857143,-0.016677,-1.96436298375,-1.99655138057143,-1.92722330475,14.18045,66.03759,1052.41578947368,0,2632.594,4488.9103,54612,0,5.2932
11/19/2018,t12,-0.18,-0.14,-0.02,2,2,2,-0.09,-0.07,-0.01,0,0.016677,0.050031,-1.96436298375,-1.99371629057143,-1.91871803475,15.30597,64.90299,1055.58358208955,0,2612.9478,4488.9103,54612,0,5.9851
11/20/2018,t12,-0.28,-0.21,-0.03,3,3,3,-0.0933333333333334,-0.07,-0.01,-0.00833850000000009,0,0,-1.96648930125,-1.99371629057143,-1.91871803475,15.15909,66.25,1055.83333333333,0,2652.5379,4488.9103,54612,0,5.6591
11/21/2018,t12,-0.27,-0.21,-0.03,3,3,3,-0.09,-0.07,-0.01,0.00833850000000006,0,0,-1.96436298375,-1.99371629057143,-1.91871803475,14.63492,59.45238,1055.34365079365,0,2778.8492,4488.9103,54612,0,7.0159
11/22/2018,t12,-0.18,-0.15,-0.05,2,2,2,-0.09,-0.075,-0.025,0,-0.00833850000000001,-0.0250155,-1.96436298375,-1.99513383557143,-1.92297066975,13.14286,68.75188,1056.08796992481,0,2632.594,4488.9103,54612,0,6.3835
11/23/2018,t12,-0.09,-0.07,-0.01,1,1,1,-0.09,-0.07,-0.01,0,0.00416924999999999,0.01250775,-1.96436298375,-1.99477944932143,-1.921907511,13.54478,62.60448,1057.88731343283,0,2612.9478,4488.9103,54612,0,6.9925
11/24/2018,t12,-0.09,-0.07,-0.01,1,1,1,-0.09,-0.07,-0.01,0,0,0,-1.96436298375,-1.99477944932143,-1.921907511,14.58015,54.17557,1055.0961832061,0,2672.7863,4488.9103,54612,0,9.3359
11/25/2018,t12,-0.36,-0.28,-0.04,4,4,4,-0.09,-0.07,-0.01,0,0,0,-1.96436298375,-1.99477944932143,-1.921907511,16.18557,51.61856,1055.1030927835,0,3431.1134,5282.8254,54612,0,9.701
,,,,,,,,0,0,0,,,,,,,,,,,,,,,
,,,,,,,,0.39,0.263333,0.63,0,0,0,0,0,0,,,,,,,,,
07/09/2018,t13,1.17,0.79,1.89,3,3,3,0.39,0.263333333333333,0.63,0,0.00000083384999997769,0,0,0.000000212631749994311,0,31.375,56.41667,1010.450625,459,360.7708,1154.4667,4089,0,0.0208
07/10/2018,t13,0.86,-0.15,0.86,1,1,1,0.86,-0.15,0.86,0.3919095,-0.344658,0.1917855,0.0333123075,-0.02929571736825,0.0163017675,29.225,69.15,1008.47466666666,59982.75,5.1833,11.3091,4000,0.384583,0
07/11/2018,t13,0,0,0,0,0,0,0.86,-0.15,0.86,0,0,0,0.0333123075,-0.02929571736825,0.0163017675,29.00709,66.64539,1007.40617021276,80000,6.7447,12.1923,4000,0.239078,0
07/12/2018,t13,0,0,0,0,0,0,0.86,-0.15,0.86,0,0,0,0.0333123075,-0.02929571736825,0.0163017675,29.16541,66.48872,1006.60511278195,75048.75,5.4286,10.3143,4000,0.150602,0
07/13/2018,t13,0,0,0,0,0,0,0.86,-0.15,0.86,0,0,0,0.0333123075,-0.02929571736825,0.0163017675,23.152,66.96,967.86592,158,116.632,235.1452,4000,0.11104,7.304
07/14/2018,t13,0,0,0,0,0,0,0.86,-0.15,0.86,0,0,0,0.0333123075,-0.02929571736825,0.0163017675,26.75,64.76316,1008.39947368421,0,1.2368,2.4103,4000,0,16.8158
07/19/2018,t13,1.02,-0.12,0,2,2,2,0.51,-0.06,0,-0.583695,0.150093,-1.434222,-0.0659158425,-0.00377990736825,-0.2275159725,27.92857,65.76316,1001.63410714285,126,258.6607,629.7826,4000,0.08,31.2857
07/20/2018,t13,8.08,-0.97,0.13,8,8,8,1.01,-0.12125,0.01625,3.3354,-0.4085865,0.1084005,2.2021561575,-0.28161872736825,-0.1538036325,31.0438,66.76316,1002.40153284671,272.25,106.4161,235.1452,4000,0.191241,39.146
09/28/2018,t13,-0.62,-0.26,0.6,1,1,1,-0.62,-0.26,0.6,-1.3591755,-0.1156966875,0.4867599375,2.08662624,-0.29145294580575,-0.1124290378125,22.86957,62,1011.72782608695,0,36.4783,69.9167,4000,0,73.3913
09/29/2018,t13,0,0,0,0,0,0,-0.62,-0.26,0.6,0,0,0,2.08662624,-0.29145294580575,-0.1124290378125,22.27551,60.83673,1012.66132653061,0,12.9796,42.4,4000,0,75.9388
09/30/2018,t13,0,0,0,0,0,0,-0.62,-0.26,0.6,0,0,0,2.08662624,-0.29145294580575,-0.1124290378125,22.60833,59.425,1011.22783333333,0,8.8833,42.64,4000,0,70.1333
10/01/2018,t13,2.27,0.96,-1.99,3,3,3,0.756666666666667,0.32,-0.663333333333333,3.4438005,1.450899,-3.1602915,2.9647953675,0.0785262991942501,-0.9183033703125,21.61029,58.71324,1011.3856617647,0,15.3015,35.2712,4000,0,65.7868
10/02/2018,t13,5,0.32,-3.29,6,6,5,0.833333333333333,0.0533333333333333,-0.658,0.383571,-1.33416,0.0222359999999999,3.1604165775,-0.60189530080575,-0.9088530703125,21.38983,57.67797,1012.63533898305,0,19.9576,47.1,4000,0,69.6864
10/18/2018,t13,0,0,0,1,1,1,0,0,0,-0.694875,-0.044472,0.5486733,3.1013522025,-0.60567542080575,-0.8622158398125,20.38865,53.75546,1048.19711790393,0,0,0,4000,0,0
10/19/2018,t13,0,0,0,0,0,0,0,0,0,0,0,0,3.1013522025,-0.60567542080575,-0.8622158398125,17.14286,59.66667,1048.87515873015,0,0,0,4000,0,0
10/20/2018,t13,0,0,0,0,0,0,0,0,0,0,0,0,3.1013522025,-0.60567542080575,-0.8622158398125,16.56303,59.66387,1050.87168067226,0,0,0,4000,0,0
10/21/2018,t13,0,0,0,0,0,0,0,0,0,0,0,0,3.1013522025,-0.60567542080575,-0.8622158398125,16.53383,57.93233,1051.67263157894,0,0,0,4000,0,0
10/22/2018,t13,0,0,0,0,0,0,0,0,0,0,0,0,3.1013522025,-0.60567542080575,-0.8622158398125,13,61.03704,1053.28277777777,0,0,0,4000,0,0
10/29/2018,t13,0,0,0,0,0,0,0,0,0,0,0,0,3.1013522025,-0.60567542080575,-0.8622158398125,26.7619,31.07143,1053.11095238095,6.75,49.6905,49.6905,4000,0,3.8095
10/31/2018,t13,81.61,46.61,0,1,1,0,81.61,46.61,0,68.0504985,38.8657485,0,8.885644575,2.69791320169425,-0.8622158398125,19.55319,51.12766,1054.94553191489,0,4.617,19.7273,4000,0,5.7872
11/01/2018,t13,0,0,-0.15,0,0,3,81.61,46.61,-0.05,0,0,-0.1250775,8.885644575,2.69791320169425,-0.8941106023125,16.73881,54.74627,1055.16835820895,0,34.3433,75.4426,4000,0,6.1418
11/02/2018,t13,0,0,0,0,0,0,81.61,46.61,-0.05,0,0,0,8.885644575,2.69791320169425,-0.8941106023125,12.72727,66.02273,1055.45969696969,0,21.5758,50.8571,4000,0.00447,7.697
11/03/2018,t13,0,0,0,0,0,0,81.61,46.61,-0.05,0,0,0,8.885644575,2.69791320169425,-0.8941106023125,12.72727,34.26923,1054.46146153846,0,11.9769,28.8333,4000,0.016769,4.5154
11/04/2018,t13,0,0,0,0,0,0,81.61,46.61,-0.05,0,0,0,8.885644575,2.69791320169425,-0.8941106023125,12.72727,34.26923,1053.45030075187,0,51.2932,111.8361,4000,0.000075,5.6917
11/05/2018,t13,0.02,0.02,-0.03,1,1,1,0.02,0.02,-0.03,-68.0338215,-38.8490715,0.016677,3.1027697475,-0.60425787580575,-0.8926930573125,12.72727,34.26923,1053.16873134328,0,51.6343,115.3167,4000,0,5.0448
11/06/2018,t13,0.04,0.04,-0.03,2,2,2,0.02,0.02,-0.015,0,0,0.0250155,3.1027697475,-0.60425787580575,-0.8884404223125,12.72727,34.26923,1053.02097014925,0,29.5672,66.0333,4000,0,5.0299
11/07/2018,t13,0,0,0,0,0,0,0.02,0.02,-0.015,0,0,0,3.1027697475,-0.60425787580575,-0.8884404223125,12.72727,34.26923,1053.22925373134,0,22.9925,50.5082,4000,0,5.0299
11/08/2018,t13,0.02,0.02,-0.03,1,1,1,0.02,0.02,-0.03,0,0,-0.01250775,3.1027697475,-0.60425787580575,-0.8895035810625,12.72727,34.26923,1054.27962686567,0,32.1791,70.6885,4000,0,5.2164
11/09/2018,t13,0.02,0.01,-0.05,1,1,1,0.02,0.01,-0.05,0,-0.0083385,-0.016677,3.1027697475,-0.60496664830575,-0.8909211260625,12.72727,34.26923,1052.30568181818,0,38.9924,85.7833,4000,0,5.0758
11/10/2018,t13,0.02,0.01,-0.05,1,1,1,0.02,0.01,-0.05,0,0,0,3.1027697475,-0.60496664830575,-0.8909211260625,12.72727,34.26923,1053.22428571428,0,36.0526,79.9167,4000,0,5.1128
11/11/2018,t13,0.06,0.04,-0.09,2,2,2,0.03,0.02,-0.045,0.016677,0.016677,0.00833850000000001,3.1056048375,-0.60213155830575,-0.8895035810625,12.72727,34.26923,1054.59447761194,0,41.0224,93.1695,4000,0,6.0522
11/12/2018,t13,0.08,0.08,-0.03,4,4,4,0.02,0.02,-0.0075,-0.033354,0,0.1250775,3.0942644775,-0.60213155830575,-0.8469772310625,12.72727,34.26923,1052.96783582089,0,54.3209,123.3729,4000,0,5.7164
11/13/2018,t13,0.34,0.18,-0.74,17,17,17,0.02,0.0105882352941176,-0.0435294117647059,0,-0.133416,-0.510733125,3.0942644775,-0.79491767830575,-1.5849865966875,12.72727,34.26923,1051.02246268656,0,36.8881,83.7797,4000,0,6.2388
11/14/2018,t13,0,0,0,0,0,0,0.02,0.0105882352941176,-0.0435294117647059,0,0,0,3.0942644775,-0.79491767830575,-1.5849865966875,12.72727,34.26923,1051.82717557251,0,47.626,111.4107,4000,0.00458,5.9695
11/15/2018,t13,0.04,0.03,-0.01,2,2,2,0.02,0.015,-0.005,0,0.0073575,0.0642555,3.0942644775,-0.79366690330575,-1.5740631616875,12.72727,34.26923,1054.97260869565,0,0,0,4000,0.00087,6.1304
11/16/2018,t13,0,0,0,0,0,0,0.02,0.015,-0.005,0,0,0,3.0942644775,-0.79366690330575,-1.5740631616875,12.72727,34.26923,1051.8574015748,0,36.1417,81.9643,4000,0,6.0315
11/17/2018,t13,0,0,0,0,0,0,0.02,0.015,-0.005,0,0,0,3.0942644775,-0.79366690330575,-1.5740631616875,12.72727,34.26923,1050.13303030303,0,96.4015,219.3966,7927,0,6.1818
11/18/2018,t13,0.14,0.11,-0.02,1,1,1,0.14,0.11,-0.02,0.100062,0.07921575,-0.01250775,3.1027697475,-0.78693356455575,-1.5751263204375,12.72727,34.26923,1052.26240601503,0,234.5113,537.7586,27883,0,5.4887
11/19/2018,t13,0,0,0,0,0,0,0.14,0.11,-0.02,0,0,0,3.1027697475,-0.78693356455575,-1.5751263204375,12.72727,34.26923,1055.29097014925,0,286.7239,662.431,33578,0,5.209
11/20/2018,t13,0,0,0,0,0,0,0.14,0.11,-0.02,0,0,0,3.1027697475,-0.78693356455575,-1.5751263204375,12.72727,34.26923,1056.56045454545,0,12.3333,29.0714,4000,0,6.2273
11/21/2018,t13,0,0,0,0,0,0,0.14,0.11,-0.02,0,0,0,3.1027697475,-0.78693356455575,-1.5751263204375,12.72727,34.26923,1055.04723577235,0,559.7561,1166.9492,35534,0,5.2358
11/22/2018,t13,0,0,0,0,0,0,0.14,0.11,-0.02,0,0,0,3.1027697475,-0.78693356455575,-1.5751263204375,12.72727,34.26923,1055.76676691729,0,499.3759,1125.7119,31082,0,5.3383
11/23/2018,t13,0,0,0,0,0,0,0.14,0.11,-0.02,0,0,0,3.1027697475,-0.78693356455575,-1.5751263204375,12.72727,34.26923,1057.71134328358,0,527.6716,1219.1034,35411,0,5.4328
11/24/2018,t13,0,0,0,0,0,0,0.14,0.11,-0.02,0,0,0,3.1027697475,-0.78693356455575,-1.5751263204375,12.72727,34.26923,1054.86522388059,0,504.1343,1164.7241,35663,0,5.5746
11/25/2018,t13,0,0,0,0,0,0,0.14,0.11,-0.02,0,0,0,3.1027697475,-0.78693356455575,-1.5751263204375,12.72727,34.26923,1054.73938144329,0,593.7526,993,32785,0,5.2887
,,,,,,,,0,0,0,,,,,,,,,,,,,,,
,,,,,,,,2,0.02,-0.98,0,0,0,0,0,0,,,,,,,,,
07/05/2018,t14,2,0.02,-0.98,1,1,1,2,0.02,-0.98,0,0,0,0,0,0,23.90566,85.83019,899.102641509433,114.75,357.8491,1458.9231,10031,0.019623,17.5472
07/06/2018,t14,0,0,0,0,0,0,2,0.02,-0.98,0,0,0,0,0,0,26.86709,67.31646,899.208797468354,80000,5.8101,11.1951,4000,0.03481,17.5127
07/07/2018,t14,0,0,0,0,0,0,2,0.02,-0.98,0,0,0,0,0,0,27.77358,68.20755,898.54534591195,80000,6.0189,11.6707,4000,0.054906,19.5975
07/08/2018,t14,0,0,0,0,0,0,2,0.02,-0.98,0,0,0,0,0,0,29.45283,69.15094,897.847232704402,80000,5.3208,10.575,4000,0.105157,18.1258
07/09/2018,t14,-0.5,-0.84,1.2,1,1,1,-0.5,-0.84,1.2,-2.084625,-0.717111,1.817793,-0.177193125,-0.060954435,0.154512405,29.23529,68.10084,899.030420168066,80000,13.1345,20.84,4000,0.051933,14.3361
07/11/2018,t14,-3.96,2.02,3.06,5,5,5,-0.792,0.404,0.612,-1.217421,5.186547,-2.451519,-0.69459705,2.14332804,-0.88738317,19.88462,75.07692,1004.99576923076,38.25,4203.2308,36428,54612,0.000385,13.3077
07/12/2018,t14,0,0,0,0,0,0,-0.792,0.404,0.612,0,0,0,-0.69459705,2.14332804,-0.88738317,24.64407,93.33898,1005.66237288135,2.25,3874.9153,7883.4483,54612,0.018305,17.6949
07/13/2018,t14,0,0,0,0,0,0,-0.792,0.404,0.612,0,0,0,-0.69459705,2.14332804,-0.88738317,25.53226,90.06452,1006.20096774193,0,1133.1129,1898.7297,4782,0.034032,100
07/14/2018,t14,0,0,0,0,0,0,-0.792,0.404,0.612,0,0,0,-0.69459705,2.14332804,-0.88738317,26.88811,83.0979,1005.98937062937,0,6501.7552,10565.3523,54612,0.031119,100
07/15/2018,t14,0,0,0,0,0,0,-0.792,0.404,0.612,0,0,0,-0.69459705,2.14332804,-0.88738317,24.12903,93.87097,1007.16048387096,0,2426.629,4853.2581,22614,0.03,100
07/19/2018,t14,-1.2,1.06,2.24,4,4,4,-0.3,0.265,0.56,1.6410168,-0.4636206,-0.1734408,-0.136651338,1.985697036,-0.946353042,28.40323,85.33871,1006.33322580645,6.75,1705.0161,3109.1471,8377,0,52.5161
07/20/2018,t14,0,0,0,0,0,0,-0.3,0.265,0.56,0,0,0,-0.136651338,1.985697036,-0.946353042,25.53333,93.85926,1007.13199999999,621,6.2667,10.575,4000,0.00637,67.0296
07/21/2018,t14,0,0,0,0,0,0,-0.3,0.265,0.56,0,0,0,-0.136651338,1.985697036,-0.946353042,25.33571,95.82143,1006.93957142857,4.5,6.0429,10.575,4000,0.006286,68.3786
07/22/2018,t14,0,0,0,0,0,0,-0.3,0.265,0.56,0,0,0,-0.136651338,1.985697036,-0.946353042,24.52143,97.67857,1007.43935714285,63,6.0429,10.575,4000,0,66.8071
07/23/2018,t14,0,0,0,0,0,0,-0.3,0.265,0.56,0,0,0,-0.136651338,1.985697036,-0.946353042,25.18182,95.22727,1007.41136363636,2.25,6.4091,10.575,4000,0,66
07/24/2018,t14,-0.74,0.44,0.01,1,1,1,-0.74,0.44,0.01,-0.366894,0.14592375,-0.4586175,-0.167837328,1.99810055475,-0.9853355295,24.28148,97.85185,1008.36674074073,587.25,6.2667,10.575,4000,0.002667,67.7185
07/25/2018,t14,0,0,0,0,0,0,-0.74,0.44,0.01,0,0,0,-0.167837328,1.99810055475,-0.9853355295,25.32353,95.41176,1006.23698529411,468,6.2206,10.575,4000,0,67.3456
07/26/2018,t14,0,0,0,0,0,0,-0.74,0.44,0.01,0,0,0,-0.167837328,1.99810055475,-0.9853355295,22.95556,99,1007.25718518518,1111.5,6.2667,10.575,4000,0.000074,68.6074
07/27/2018,t14,0,0,0,0,0,0,-0.74,0.44,0.01,0,0,0,-0.167837328,1.99810055475,-0.9853355295,22.57798,98.79817,1007.35743119266,778.5,7.5596,12.6769,4000,0.001009,68.3394
